 #  Scattering field.
 #  All quantities in atomic units (a.u.), unless otherwise indicated.
 #  Z =  80, NELEC =  80,   projectile: electron
 #  Kinetic energy = 3.67493E+01 a.u. = 1.00000E+03 eV
 #
 #   i       r           r*V         r*Vst        r*Vex       r*Vpol       r*Wabs        rho_e
 #------------------------------------------------------------------------------------------------
     1  0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00 -0.00000E+00  0.00000E+00  2.41744E+06
   126  6.63637E-04 -7.96089E+01 -7.95898E+01 -1.91035E-02 -4.81604E-05 -1.38309E-02  1.09950E+06
   127  6.78260E-04 -7.96006E+01 -7.95807E+01 -1.97533E-02 -4.92216E-05 -1.40166E-02  1.08830E+06
   128  6.93179E-04 -7.95920E+01 -7.95716E+01 -2.04229E-02 -5.03043E-05 -1.42018E-02  1.07717E+06
   129  7.08401E-04 -7.95834E+01 -7.95622E+01 -2.11128E-02 -5.14089E-05 -1.43864E-02  1.06611E+06
   130  7.23930E-04 -7.95745E+01 -7.95526E+01 -2.18234E-02 -5.25359E-05 -1.45701E-02  1.05511E+06
   131  7.39773E-04 -7.95655E+01 -7.95429E+01 -2.25553E-02 -5.36856E-05 -1.47527E-02  1.04418E+06
   132  7.55937E-04 -7.95563E+01 -7.95330E+01 -2.33091E-02 -5.48586E-05 -1.49339E-02  1.03331E+06
   133  7.72428E-04 -7.95470E+01 -7.95228E+01 -2.40853E-02 -5.60554E-05 -1.51134E-02  1.02251E+06
   134  7.89252E-04 -7.95374E+01 -7.95125E+01 -2.48846E-02 -5.72764E-05 -1.52910E-02  1.01176E+06
   135  8.06417E-04 -7.95277E+01 -7.95019E+01 -2.57075E-02 -5.85220E-05 -1.54662E-02  1.00108E+06
   136  8.23929E-04 -7.95178E+01 -7.94912E+01 -2.65546E-02 -5.97929E-05 -1.56387E-02  9.90467E+05
   137  8.41796E-04 -7.95077E+01 -7.94802E+01 -2.74266E-02 -6.10895E-05 -1.58081E-02  9.79910E+05
   138  8.60024E-04 -7.94974E+01 -7.94690E+01 -2.83240E-02 -6.24123E-05 -1.59740E-02  9.69414E+05
   139  8.78620E-04 -7.94869E+01 -7.94576E+01 -2.92475E-02 -6.37619E-05 -1.61356E-02  9.58977E+05
   140  8.97594E-04 -7.94762E+01 -7.94459E+01 -3.01978E-02 -6.51387E-05 -1.62927E-02  9.48600E+05
   141  9.16950E-04 -7.94653E+01 -7.94341E+01 -3.11755E-02 -6.65435E-05 -1.64447E-02  9.38280E+05
   142  9.36699E-04 -7.94542E+01 -7.94220E+01 -3.21812E-02 -6.79766E-05 -1.65909E-02  9.28019E+05
   143  9.56847E-04 -7.94429E+01 -7.94096E+01 -3.32157E-02 -6.94388E-05 -1.67304E-02  9.17815E+05
   144  9.77403E-04 -7.94314E+01 -7.93970E+01 -3.42796E-02 -7.09305E-05 -1.68627E-02  9.07667E+05
   145  9.98375E-04 -7.94196E+01 -7.93842E+01 -3.53736E-02 -7.24525E-05 -1.69867E-02  8.97575E+05
   146  1.01977E-03 -7.94076E+01 -7.93711E+01 -3.64985E-02 -7.40052E-05 -1.71016E-02  8.87538E+05
   147  1.04160E-03 -7.93954E+01 -7.93577E+01 -3.76549E-02 -7.55893E-05 -1.72063E-02  8.77556E+05
   148  1.06387E-03 -7.93830E+01 -7.93441E+01 -3.88436E-02 -7.72055E-05 -1.72996E-02  8.67629E+05
   149  1.08659E-03 -7.93703E+01 -7.93302E+01 -4.00653E-02 -7.88544E-05 -1.73802E-02  8.57755E+05
   150  1.10977E-03 -7.93574E+01 -7.93160E+01 -4.13208E-02 -8.05366E-05 -1.74467E-02  8.47934E+05
   151  1.13342E-03 -7.93443E+01 -7.93016E+01 -4.26108E-02 -8.22529E-05 -1.74975E-02  8.38166E+05
   152  1.15755E-03 -7.93309E+01 -7.92868E+01 -4.39360E-02 -8.40038E-05 -1.75305E-02  8.28450E+05
   153  1.18217E-03 -7.93172E+01 -7.92718E+01 -4.52972E-02 -8.57903E-05 -1.75440E-02  8.18785E+05
   154  1.20728E-03 -7.93033E+01 -7.92565E+01 -4.66953E-02 -8.76128E-05 -1.75357E-02  8.09172E+05
   155  1.23290E-03 -7.92891E+01 -7.92409E+01 -4.81309E-02 -8.94723E-05 -1.75027E-02  7.99609E+05
   156  1.25904E-03 -7.92746E+01 -7.92249E+01 -4.96048E-02 -9.13693E-05 -1.74423E-02  7.90096E+05
   157  1.28571E-03 -7.92599E+01 -7.92087E+01 -5.11179E-02 -9.33047E-05 -1.73511E-02  7.80633E+05
   158  1.31292E-03 -7.92449E+01 -7.91921E+01 -5.26709E-02 -9.52793E-05 -1.72251E-02  7.71220E+05
   159  1.34068E-03 -7.92296E+01 -7.91752E+01 -5.42646E-02 -9.72939E-05 -1.70600E-02  7.61855E+05
   160  1.36900E-03 -7.92140E+01 -7.91580E+01 -5.58998E-02 -9.93492E-05 -1.68504E-02  7.52539E+05
   161  1.39790E-03 -7.91981E+01 -7.91405E+01 -5.75774E-02 -1.01446E-04 -1.65905E-02  7.43271E+05
   162  1.42738E-03 -7.91820E+01 -7.91226E+01 -5.92980E-02 -1.03585E-04 -1.62731E-02  7.34051E+05
   163  1.45745E-03 -7.91655E+01 -7.91043E+01 -6.10625E-02 -1.05768E-04 -1.58897E-02  7.24878E+05
   164  1.48814E-03 -7.91487E+01 -7.90857E+01 -6.28717E-02 -1.07995E-04 -1.54304E-02  7.15753E+05
   165  1.51944E-03 -7.91316E+01 -7.90667E+01 -6.47263E-02 -1.10266E-04 -1.48994E-02  7.06674E+05
   166  1.55138E-03 -7.91141E+01 -7.90474E+01 -6.66272E-02 -1.12584E-04 -1.42548E-02  6.97642E+05
   167  1.58396E-03 -7.90963E+01 -7.90277E+01 -6.85751E-02 -1.14949E-04 -1.34565E-02  6.88656E+05
   168  1.61721E-03 -7.90782E+01 -7.90076E+01 -7.05708E-02 -1.17361E-04 -1.25356E-02  6.79716E+05
   169  1.65112E-03 -7.90598E+01 -7.89871E+01 -7.26151E-02 -1.19823E-04 -1.16091E-02  6.70822E+05
   170  1.68572E-03 -7.90410E+01 -7.89662E+01 -7.47087E-02 -1.22334E-04 -1.09068E-02  6.61974E+05
   171  1.72103E-03 -7.90218E+01 -7.89449E+01 -7.68523E-02 -1.24896E-04 -1.02540E-02  6.53171E+05
   172  1.75704E-03 -7.90023E+01 -7.89231E+01 -7.90468E-02 -1.27509E-04 -9.62134E-03  6.44413E+05
   173  1.79379E-03 -7.89824E+01 -7.89010E+01 -8.12927E-02 -1.30176E-04 -8.99747E-03  6.35700E+05
   174  1.83127E-03 -7.89622E+01 -7.88785E+01 -8.35907E-02 -1.32896E-04 -8.37738E-03  6.27033E+05
   175  1.86952E-03 -7.89415E+01 -7.88555E+01 -8.59417E-02 -1.35672E-04 -7.75953E-03  6.18410E+05
   176  1.90854E-03 -7.89205E+01 -7.88320E+01 -8.83461E-02 -1.38504E-04 -7.14424E-03  6.09831E+05
   177  1.94835E-03 -7.88991E+01 -7.88081E+01 -9.08047E-02 -1.41393E-04 -6.53298E-03  6.01298E+05
   178  1.98897E-03 -7.88772E+01 -7.87838E+01 -9.33180E-02 -1.44340E-04 -5.92809E-03  5.92809E+05
   179  2.03040E-03 -7.88550E+01 -7.87590E+01 -9.58866E-02 -1.47347E-04 -5.33218E-03  5.84364E+05
   180  2.07268E-03 -7.88323E+01 -7.87337E+01 -9.85111E-02 -1.50415E-04 -4.74835E-03  5.75964E+05
   181  2.11581E-03 -7.88092E+01 -7.87079E+01 -1.01192E-01 -1.53545E-04 -4.17986E-03  5.67609E+05
   182  2.15981E-03 -7.87857E+01 -7.86816E+01 -1.03930E-01 -1.56738E-04 -3.63021E-03  5.59298E+05
   183  2.20470E-03 -7.87617E+01 -7.86549E+01 -1.06725E-01 -1.59996E-04 -3.10302E-03  5.51031E+05
   184  2.25050E-03 -7.87373E+01 -7.86276E+01 -1.09577E-01 -1.63320E-04 -2.60211E-03  5.42810E+05
   185  2.29723E-03 -7.87124E+01 -7.85998E+01 -1.12488E-01 -1.66711E-04 -2.13144E-03  5.34633E+05
   186  2.34490E-03 -7.86871E+01 -7.85715E+01 -1.15457E-01 -1.70170E-04 -1.69516E-03  5.26501E+05
   187  2.39354E-03 -7.86612E+01 -7.85426E+01 -1.18485E-01 -1.73700E-04 -1.29761E-03  5.18414E+05
   188  2.44316E-03 -7.86349E+01 -7.85132E+01 -1.21571E-01 -1.77301E-04 -9.43375E-04  5.10372E+05
   189  2.49378E-03 -7.86081E+01 -7.84832E+01 -1.24716E-01 -1.80975E-04 -6.37292E-04  5.02376E+05
   190  2.54543E-03 -7.85808E+01 -7.84527E+01 -1.27921E-01 -1.84723E-04 -3.84497E-04  4.94425E+05
   191  2.59813E-03 -7.85530E+01 -7.84216E+01 -1.31184E-01 -1.88547E-04 -1.90471E-04  4.86520E+05
   192  2.65189E-03 -7.85246E+01 -7.83899E+01 -1.34507E-01 -1.92448E-04 -6.10964E-05  4.78661E+05
   193  2.70673E-03 -7.84957E+01 -7.83576E+01 -1.37888E-01 -1.96429E-04 -2.71524E-06  4.70848E+05
   194  2.76269E-03 -7.84663E+01 -7.83247E+01 -1.41328E-01 -2.00489E-04 -0.00000E+00  4.63082E+05
   195  2.81978E-03 -7.84363E+01 -7.82912E+01 -1.44826E-01 -2.04632E-04 -0.00000E+00  4.55363E+05
   196  2.87802E-03 -7.84057E+01 -7.82571E+01 -1.48383E-01 -2.08859E-04 -0.00000E+00  4.47691E+05
   197  2.93744E-03 -7.83746E+01 -7.82224E+01 -1.51997E-01 -2.13171E-04 -0.00000E+00  4.40067E+05
   198  2.99806E-03 -7.83429E+01 -7.81870E+01 -1.55668E-01 -2.17570E-04 -0.00000E+00  4.32491E+05
   199  3.05991E-03 -7.83105E+01 -7.81509E+01 -1.59395E-01 -2.22059E-04 -0.00000E+00  4.24963E+05
   200  3.12301E-03 -7.82776E+01 -7.81142E+01 -1.63179E-01 -2.26638E-04 -0.00000E+00  4.17484E+05
   201  3.18739E-03 -7.82441E+01 -7.80768E+01 -1.67017E-01 -2.31310E-04 -0.00000E+00  4.10054E+05
   202  3.25307E-03 -7.82099E+01 -7.80387E+01 -1.70909E-01 -2.36076E-04 -0.00000E+00  4.02674E+05
   203  3.32007E-03 -7.81751E+01 -7.80000E+01 -1.74854E-01 -2.40939E-04 -0.00000E+00  3.95344E+05
   204  3.38844E-03 -7.81396E+01 -7.79605E+01 -1.78851E-01 -2.45900E-04 -0.00000E+00  3.88065E+05
   205  3.45818E-03 -7.81034E+01 -7.79203E+01 -1.82898E-01 -2.50961E-04 -0.00000E+00  3.80837E+05
   206  3.52934E-03 -7.80666E+01 -7.78793E+01 -1.86995E-01 -2.56125E-04 -0.00000E+00  3.73661E+05
   207  3.60193E-03 -7.80291E+01 -7.78377E+01 -1.91139E-01 -2.61393E-04 -0.00000E+00  3.66538E+05
   208  3.67600E-03 -7.79908E+01 -7.77952E+01 -1.95328E-01 -2.66768E-04 -0.00000E+00  3.59468E+05
   209  3.75156E-03 -7.79519E+01 -7.77520E+01 -1.99562E-01 -2.72252E-04 -0.00000E+00  3.52451E+05
