0.1585269E-03 0.2137365E+03
0.3272780E-03 0.2128292E+03
0.5069125E-03 0.2120531E+03
0.6981325E-03 0.2113096E+03
0.9016851E-03 0.2105677E+03
0.1118366E-02 0.2098120E+03
0.1349021E-02 0.2090334E+03
0.1594552E-02 0.2082254E+03
0.1855919E-02 0.2073829E+03
0.2134142E-02 0.2065017E+03
0.2430310E-02 0.2055779E+03
0.2745578E-02 0.2046078E+03
0.3081180E-02 0.2035880E+03
0.3438426E-02 0.2025149E+03
0.3818712E-02 0.2013852E+03
0.4223525E-02 0.2001953E+03
0.4654445E-02 0.1989417E+03
0.5113158E-02 0.1976209E+03
0.5601456E-02 0.1962292E+03
0.6121245E-02 0.1947628E+03
0.6674559E-02 0.1932181E+03
0.7263558E-02 0.1915911E+03
0.7890544E-02 0.1898781E+03
0.8557967E-02 0.1880750E+03
0.9268435E-02 0.1861779E+03
0.1002473E-01 0.1841828E+03
0.1082979E-01 0.1820858E+03
0.1168678E-01 0.1798830E+03
0.1259904E-01 0.1775706E+03
0.1357013E-01 0.1751446E+03
0.1460386E-01 0.1726017E+03
0.1570425E-01 0.1699383E+03
0.1687562E-01 0.1671511E+03
0.1812253E-01 0.1642374E+03
0.1944986E-01 0.1611945E+03
0.2086279E-01 0.1580201E+03
0.2236686E-01 0.1547127E+03
0.2396792E-01 0.1512709E+03
0.2567225E-01 0.1476943E+03
0.2748649E-01 0.1439829E+03
0.2941774E-01 0.1401377E+03
0.3147355E-01 0.1361605E+03
0.3366195E-01 0.1320540E+03
0.3599149E-01 0.1278221E+03
0.3847126E-01 0.1234696E+03
0.4111097E-01 0.1190027E+03
0.4392093E-01 0.1144289E+03
0.4691211E-01 0.1097569E+03
0.5009621E-01 0.1049970E+03
0.5348567E-01 0.1001608E+03
0.5709372E-01 0.9526151E+02
0.6093448E-01 0.9031367E+02
0.6502294E-01 0.8533332E+02
0.6937509E-01 0.8033784E+02
0.7400793E-01 0.7534588E+02
0.7893955E-01 0.7037723E+02
0.8418924E-01 0.6545261E+02
0.8977751E-01 0.6059349E+02
0.9572619E-01 0.5582180E+02
0.1020585E+00 0.5115967E+02
0.1087993E+00 0.4662906E+02
0.1159747E+00 0.4225139E+02
0.1236130E+00 0.3804717E+02
0.1317439E+00 0.3403559E+02
0.1403991E+00 0.3023409E+02
0.1496126E+00 0.2665801E+02
0.1594204E+00 0.2332013E+02
0.1698606E+00 0.2023041E+02
0.1809742E+00 0.1739571E+02
0.1928046E+00 0.1481952E+02
0.2053979E+00 0.1250191E+02
0.2188035E+00 0.1043944E+02
0.2330736E+00 0.8625314E+01
0.2482641E+00 0.7049507E+01
0.2644343E+00 0.5699077E+01
0.2816474E+00 0.4558558E+01
0.2999706E+00 0.3610428E+01
0.3194755E+00 0.2835643E+01
0.3402385E+00 0.2214217E+01
0.3623405E+00 0.1725818E+01
0.3858680E+00 0.1350341E+01
0.4109129E+00 0.1068450E+01
0.4375730E+00 0.8620492E+00
0.4659525E+00 0.7146702E+00
0.4961624E+00 0.6117540E+00
0.5283207E+00 0.5408270E+00
0.5625530E+00 0.4915674E+00
0.5989930E+00 0.4557699E+00
0.6377833E+00 0.4272219E+00
0.6790753E+00 0.4015101E+00
0.7230304E+00 0.3757772E+00
0.7698204E+00 0.3484504E+00
0.8196281E+00 0.3189617E+00
0.8726481E+00 0.2874762E+00
0.9290876E+00 0.2546429E+00
0.9891671E+00 0.2213782E+00
0.1053121E+01 0.1886868E+00
0.1121200E+01 0.1575236E+00
0.1193670E+01 0.1286966E+00
0.1270814E+01 0.1028077E+00
0.1352933E+01 0.8022803E-01
0.1440348E+01 0.6110079E-01
0.1533401E+01 0.4536630E-01
0.1632455E+01 0.3280171E-01
0.1737898E+01 0.2306801E-01
0.1850142E+01 0.1575836E-01
0.1969624E+01 0.1044237E-01
0.2096812E+01 0.6702534E-02
0.2232204E+01 0.4160665E-02
0.2376327E+01 0.2493850E-02
0.2529745E+01 0.1440893E-02
0.2693059E+01 0.8011048E-03
0.2866904E+01 0.4278202E-03
0.3051962E+01 0.2190494E-03
0.3248956E+01 0.1073261E-03
0.3458654E+01 0.5022390E-04
0.3681876E+01 0.2240313E-04
0.3919495E+01 0.9507304E-05
0.4172440E+01 0.3831252E-05
0.4441697E+01 0.1463551E-05
0.4728321E+01 0.5292119E-06
0.5033430E+01 0.1809578E-06
0.5358217E+01 0.5849392E-07
0.5703951E+01 0.1788288E-07
0.6071982E+01 0.5176928E-08
0.6463750E+01 0.1421655E-08
0.6880785E+01 0.3724078E-09
0.7324716E+01 0.9607455E-10
0.7797278E+01 0.2794009E-10
0.8300317E+01 0.1157152E-10
0.8835800E+01 0.6242112E-11
0.9405819E+01 0.2877428E-11
0.1001260E+02 0.6400064E-12
0.1065852E+02 0.1159189E-12
0.1134609E+02 0.1177451E-11
0.1207801E+02 0.2700604E-11
0.1285713E+02 0.3335890E-11
0.1368650E+02 0.2546697E-11
0.1456937E+02 0.1021699E-11
0.1550917E+02 0.4746645E-13
0.1650958E+02 0.3370762E-12
0.1757452E+02 0.1383658E-11
0.1870814E+02 0.1995638E-11
0.1991486E+02 0.1519588E-11
